,method,graph_type,planted_k,planted_gamma,bipartite,trial,num_true_positive,num_detected,num_total,time,method_params,detected_density,actual_density
9,densest_subgraph,,4,0.9,False,9,4,596,596,0.07391777038574218,,0.05670294963623033,0.9166666666666666
0,densest_subgraph,,5,0.9,False,0,5,596,596,0.07669166326522828,,0.05671986915571598,0.9
1,densest_subgraph,,5,0.9,False,1,5,596,596,0.07662243445714315,,0.056711409395973154,0.9
2,densest_subgraph,,5,0.9,False,2,5,596,596,0.06948581536610922,,0.05672268907563025,0.9
3,densest_subgraph,,5,0.9,False,3,5,596,596,0.06942929824193318,,0.05671422931588743,0.9
4,densest_subgraph,,5,0.9,False,4,5,596,596,0.07108016808827718,,0.05672268907563025,0.9
5,densest_subgraph,,5,0.9,False,5,5,596,596,0.0708457867304484,,0.05670858947605888,0.9
6,densest_subgraph,,5,0.9,False,6,5,596,596,0.07091960112253824,,0.05671986915571598,0.9
7,densest_subgraph,,5,0.9,False,7,5,596,596,0.07395691871643066,,0.05671986915571598,0.9
8,densest_subgraph,,5,0.9,False,8,5,596,596,0.07120288610458374,,0.05672268907563025,0.9
9,densest_subgraph,,5,0.9,False,9,5,596,596,0.07390586535135905,,0.05671422931588743,0.9
0,densest_subgraph,,6,0.9,False,0,6,596,596,0.07583734591801962,,0.05674524843494445,0.9
1,densest_subgraph,,6,0.9,False,1,6,596,596,0.07332299947738648,,0.05673678867520163,0.9
2,densest_subgraph,,6,0.9,False,2,6,596,596,0.07365845044453939,,0.05674524843494445,0.9
3,densest_subgraph,,6,0.9,False,3,6,596,596,0.07481978336970012,,0.0567396085951159,0.9
4,densest_subgraph,,6,0.9,False,4,6,596,596,0.07387428283691407,,0.056742428515030176,0.9
5,densest_subgraph,,6,0.9,False,5,6,596,596,0.0735289454460144,,0.056742428515030176,0.9
6,densest_subgraph,,6,0.9,False,6,6,596,596,0.07817248503367107,,0.056748068354858724,0.9
7,densest_subgraph,,6,0.9,False,7,6,596,596,0.07514566580454508,,0.056742428515030176,0.9
8,densest_subgraph,,6,0.9,False,8,6,596,596,0.0736804485321045,,0.056748068354858724,0.9
9,densest_subgraph,,6,0.9,False,9,6,596,596,0.07288570006688436,,0.05673678867520163,0.9
0,densest_subgraph,,7,0.9,False,0,7,596,596,0.08694903453191122,,0.05676780779425864,0.9047619047619048
1,densest_subgraph,,7,0.9,False,1,7,596,596,0.09095505078633627,,0.05677062771417292,0.9047619047619048
2,densest_subgraph,,7,0.9,False,2,7,596,596,0.07405543327331543,,0.05676780779425864,0.9047619047619048
3,densest_subgraph,,7,0.9,False,3,7,596,596,0.0737236499786377,,0.05676780779425864,0.9047619047619048
4,densest_subgraph,,7,0.9,False,4,7,596,596,0.07283681233723958,,0.05677626755400147,0.9047619047619048
5,densest_subgraph,,7,0.9,False,5,7,596,596,0.0818057656288147,,0.05676216795443009,0.9047619047619048
6,densest_subgraph,,7,0.9,False,6,7,596,596,0.07330429951349894,,0.05677062771417292,0.9047619047619048
7,densest_subgraph,,7,0.9,False,7,7,596,596,0.07182793219884237,,0.05676216795443009,0.9047619047619048
8,densest_subgraph,,7,0.9,False,8,7,596,596,0.07211113373438517,,0.05677062771417292,0.9047619047619048
9,densest_subgraph,,7,0.9,False,9,7,596,596,0.07174668312072754,,0.05677344763408719,0.9047619047619048
0,densest_subgraph,,8,0.9,False,0,8,596,596,0.07161518732706705,,0.05680446675314421,0.9107142857142857
1,densest_subgraph,,8,0.9,False,1,8,596,596,0.06984955469767253,,0.05680728667305848,0.9107142857142857
2,densest_subgraph,,8,0.9,False,2,8,596,596,0.07362052996953329,,0.056801646833229934,0.9107142857142857
3,densest_subgraph,,8,0.9,False,3,8,596,596,0.07634431521097819,,0.05680728667305848,0.9107142857142857
4,densest_subgraph,,8,0.9,False,4,8,596,596,0.0803041656812032,,0.05680446675314421,0.9107142857142857
5,densest_subgraph,,8,0.9,False,5,8,596,596,0.07329837878545126,,0.056801646833229934,0.9107142857142857
6,densest_subgraph,,8,0.9,False,6,8,596,596,0.07727478742599488,,0.05680446675314421,0.9107142857142857
7,densest_subgraph,,8,0.9,False,7,8,596,596,0.07566583553949992,,0.05679882691331566,0.9107142857142857
8,densest_subgraph,,8,0.9,False,8,8,596,596,0.07380156517028809,,0.05679882691331566,0.9107142857142857
9,densest_subgraph,,8,0.9,False,9,8,596,596,0.07674961884816488,,0.05677344763408719,0.9107142857142857
0,densest_subgraph,,9,0.9,False,0,9,596,596,0.07570035060246785,,0.05683548587220123,0.9027777777777778
1,densest_subgraph,,9,0.9,False,1,9,596,596,0.0721019983291626,,0.056832665952286955,0.9027777777777778
2,densest_subgraph,,9,0.9,False,2,9,596,596,0.07337726354598999,,0.05684112571202978,0.9027777777777778
3,densest_subgraph,,9,0.9,False,3,9,596,596,0.07201876640319824,,0.05683548587220123,0.9027777777777778
4,densest_subgraph,,9,0.9,False,4,9,596,596,0.07265752951304118,,0.05682984603237268,0.9027777777777778
5,densest_subgraph,,9,0.9,False,5,9,596,596,0.07356313069661459,,0.05681856635271558,0.9027777777777778
6,densest_subgraph,,9,0.9,False,6,9,596,596,0.07559868494669596,,0.056832665952286955,0.9027777777777778
7,densest_subgraph,,9,0.9,False,7,9,596,596,0.07582165002822876,,0.056838305792115504,0.9027777777777778
8,densest_subgraph,,9,0.9,False,8,9,596,596,0.07213488419850668,,0.05684112571202978,0.9027777777777778
9,densest_subgraph,,9,0.9,False,9,9,596,596,0.07610496679941813,,0.05684676555185833,0.9027777777777778
0,densest_subgraph,,10,0.9,False,0,10,596,596,0.07571733395258586,,0.05688624443065817,0.9
1,densest_subgraph,,10,0.9,False,1,10,596,596,0.07391098737716675,,0.056872144831086796,0.9
2,densest_subgraph,,10,0.9,False,2,10,596,596,0.07436748345692952,,0.056863685071343976,0.9
3,densest_subgraph,,10,0.9,False,3,10,596,596,0.07436198393503825,,0.05688906435057244,0.9
4,densest_subgraph,,10,0.9,False,4,10,596,596,0.07257380485534667,,0.05688060459082962,0.9
5,densest_subgraph,,10,0.9,False,5,10,596,596,0.07598331769307455,,0.056872144831086796,0.9
6,densest_subgraph,,10,0.9,False,6,10,596,596,0.08173973162968953,,0.05686650499125825,0.9
7,densest_subgraph,,10,0.9,False,7,10,596,596,0.07867228587468465,,0.056869324911172525,0.9
8,densest_subgraph,,10,0.9,False,8,10,596,596,0.07738709847132365,,0.056869324911172525,0.9
9,densest_subgraph,,10,0.9,False,9,10,596,596,0.07868503332138062,,0.056863685071343976,0.9
0,densest_subgraph,,11,0.9,False,0,11,596,596,0.07414615154266357,,0.05693418306920083,0.9
1,densest_subgraph,,11,0.9,False,1,11,596,596,0.09171098470687866,,0.05693982290902938,0.9
2,densest_subgraph,,11,0.9,False,2,11,596,596,0.08123811880747477,,0.056922903389543734,0.9
3,densest_subgraph,,11,0.9,False,3,11,596,596,0.09891375303268432,,0.05693982290902938,0.9
4,densest_subgraph,,11,0.9,False,4,11,596,596,0.08554743528366089,,0.056914443629800915,0.9
5,densest_subgraph,,11,0.9,False,5,11,596,596,0.07655218442281088,,0.05692854322937228,0.9
6,densest_subgraph,,11,0.9,False,6,11,596,596,0.07623268763224283,,0.056922903389543734,0.9
7,densest_subgraph,,11,0.9,False,7,11,596,596,0.07311760187149048,,0.056917263549715186,0.9
8,densest_subgraph,,11,0.9,False,8,11,596,596,0.07357337872187296,,0.05693418306920083,0.9
9,densest_subgraph,,11,0.9,False,9,11,596,596,0.07422974904378256,,0.05693700298911511,0.9
0,densest_subgraph,,12,0.9,False,0,12,596,596,0.07322575251261393,,0.05697648186791495,0.9015151515151515
1,densest_subgraph,,12,0.9,False,1,12,596,596,0.07168246507644653,,0.05697648186791495,0.9015151515151515
2,densest_subgraph,,12,0.9,False,2,12,596,596,0.07614185015360514,,0.0569821217077435,0.9015151515151515
3,densest_subgraph,,12,0.9,False,3,12,596,596,0.08128827015558879,,0.05697648186791495,0.9015151515151515
4,densest_subgraph,,12,0.9,False,4,12,596,596,0.07432268063227336,,0.05697648186791495,0.9015151515151515
5,densest_subgraph,,12,0.9,False,5,12,596,596,0.08185028632481893,,0.05696802210817213,0.9015151515151515
6,densest_subgraph,,12,0.9,False,6,12,596,596,0.07961480220158895,,0.0569934013874006,0.9015151515151515
7,densest_subgraph,,12,0.9,False,7,12,596,596,0.08873949845631918,,0.05698494162765778,0.9015151515151515
8,densest_subgraph,,12,0.9,False,8,12,596,596,0.08792393604914348,,0.05697366194800068,0.9015151515151515
9,densest_subgraph,,12,0.9,False,9,12,596,596,0.0959040641784668,,0.05696238226834358,0.9015151515151515
0,densest_subgraph,,13,0.9,False,0,13,596,596,0.11722696622212728,,0.05702442050645762,0.9038461538461539
1,densest_subgraph,,13,0.9,False,1,13,596,596,0.08143186966578166,,0.057038520106028986,0.9038461538461539
2,densest_subgraph,,13,0.9,False,2,13,596,596,0.07775991360346476,,0.057035700186114716,0.9038461538461539
3,densest_subgraph,,13,0.9,False,3,13,596,596,0.07745367288589478,,0.057041340025943264,0.9038461538461539
4,densest_subgraph,,13,0.9,False,4,13,596,596,0.07834883530934651,,0.057041340025943264,0.9038461538461539
5,densest_subgraph,,13,0.9,False,5,13,596,596,0.08074479897816976,,0.057049799785686084,0.9038461538461539
6,densest_subgraph,,13,0.9,False,6,13,596,596,0.07305496533711751,,0.057038520106028986,0.9038461538461539
7,densest_subgraph,,13,0.9,False,7,13,596,596,0.07400558392206828,,0.05703006034628617,0.9038461538461539
8,densest_subgraph,,13,0.9,False,8,13,596,596,0.07499494552612304,,0.057049799785686084,0.9038461538461539
9,densest_subgraph,,13,0.9,False,9,13,596,596,0.07956626415252685,,0.057038520106028986,0.9038461538461539
0,densest_subgraph,,14,0.9,False,0,14,596,596,0.07372796535491943,,0.05708927866448593,0.9010989010989011
1,densest_subgraph,,14,0.9,False,1,14,596,596,0.0750420331954956,,0.05707799898482883,0.9010989010989011
2,densest_subgraph,,14,0.9,False,2,14,596,596,0.07321231762568156,,0.05709491850431448,0.9010989010989011
3,densest_subgraph,,14,0.9,False,3,14,596,596,0.07569615046183269,,0.057080818904743105,0.9010989010989011
4,densest_subgraph,,14,0.9,False,4,14,596,596,0.07106621662775675,,0.0570920985844002,0.9010989010989011
5,densest_subgraph,,14,0.9,False,5,14,596,596,0.07406538327534994,,0.05709491850431448,0.9010989010989011
6,densest_subgraph,,14,0.9,False,6,14,596,596,0.07560046513875325,,0.05707799898482883,0.9010989010989011
7,densest_subgraph,,14,0.9,False,7,14,596,596,0.07389191786448161,,0.057117477863628675,0.9010989010989011
8,densest_subgraph,,14,0.9,False,8,14,596,596,0.07212589581807455,,0.05709491850431448,0.9010989010989011
9,densest_subgraph,,14,0.9,False,9,14,596,596,0.07386268377304077,,0.05710055834414303,0.9010989010989011
0,densest_subgraph,,15,0.9,False,0,15,596,596,0.07158476909001668,,0.05717387626191416,0.9
1,densest_subgraph,,15,0.9,False,1,15,596,596,0.07035506963729858,,0.05713439738311432,0.9
2,densest_subgraph,,15,0.9,False,2,15,596,596,0.07011570533116658,,0.057168236422085614,0.9
3,densest_subgraph,,15,0.9,False,3,15,596,596,0.0753330667813619,,0.05712875754328577,0.9
4,densest_subgraph,,15,0.9,False,4,15,596,596,0.07243455251057943,,0.057131577463200044,0.9
5,densest_subgraph,,15,0.9,False,5,15,596,596,0.07196870247522989,,0.057156956742428516,0.9
6,densest_subgraph,,15,0.9,False,6,15,596,596,0.07274217208226522,,0.057125937623371495,0.9
7,densest_subgraph,,15,0.9,False,7,15,596,596,0.07296823263168335,,0.057171056341999885,0.9
8,densest_subgraph,,15,0.9,False,8,15,596,596,0.0721740484237671,,0.05719361570131408,0.9
9,densest_subgraph,,15,0.9,False,9,15,596,596,0.07548329830169678,,0.057156956742428516,0.9
0,densest_subgraph,,16,0.9,False,0,16,596,596,0.07312608559926351,,0.057247194179685296,0.9
1,densest_subgraph,,16,0.9,False,1,16,596,596,0.07225210269292195,,0.05722745474028538,0.9
2,densest_subgraph,,16,0.9,False,2,16,596,596,0.07165058851242065,,0.05718515594157126,0.9
3,densest_subgraph,,16,0.9,False,3,16,596,596,0.07236854632695516,,0.05723027466019965,0.9
4,densest_subgraph,,16,0.9,False,4,16,596,596,0.07252848148345947,,0.0572246348203711,0.9
5,densest_subgraph,,16,0.9,False,5,16,596,596,0.07092313766479492,,0.05721899498054255,0.9
6,densest_subgraph,,16,0.9,False,6,16,596,596,0.07247163454691569,,0.05721053522079973,0.9
7,densest_subgraph,,16,0.9,False,7,16,596,596,0.07213048140207927,,0.057252834019513844,0.9
8,densest_subgraph,,16,0.9,False,8,16,596,596,0.07324755191802979,,0.057213355140714,0.9
9,densest_subgraph,,16,0.9,False,9,16,596,596,0.07319586674372355,,0.057202075461056906,0.9
0,densest_subgraph,,17,0.9,False,0,17,596,596,0.0737166961034139,,0.05727539337882804,0.9007352941176471
1,densest_subgraph,,17,0.9,False,1,17,596,596,0.0727042317390442,,0.057326151937284985,0.9007352941176471
2,densest_subgraph,,17,0.9,False,2,17,596,596,0.07244097789128622,,0.05727821329874232,0.9007352941176471
3,densest_subgraph,,17,0.9,False,3,17,596,596,0.07355969746907552,,0.057297952738142234,0.9007352941176471
4,densest_subgraph,,17,0.9,False,4,17,596,596,0.07967025438944499,,0.05730077265805651,0.9007352941176471
5,densest_subgraph,,17,0.9,False,5,17,596,596,0.08295321861902873,,0.05726411369917094,0.9007352941176471
6,densest_subgraph,,17,0.9,False,6,17,596,596,0.07976494630177816,,0.057297952738142234,0.9007352941176471
7,densest_subgraph,,17,0.9,False,7,17,596,596,0.08123886585235596,,0.05726411369917094,0.9007352941176471
8,densest_subgraph,,17,0.9,False,8,17,596,596,0.07448195219039917,,0.057252834019513844,0.9007352941176471
9,densest_subgraph,,17,0.9,False,9,17,596,596,0.0804695169130961,,0.057292312898313685,0.9007352941176471
0,densest_subgraph,,18,0.9,False,0,18,596,596,0.07611143191655477,,0.057371270655913374,0.9019607843137255
1,densest_subgraph,,18,0.9,False,1,18,596,596,0.08819183508555094,,0.057371270655913374,0.9019607843137255
2,densest_subgraph,,18,0.9,False,2,18,596,596,0.0855777661005656,,0.05738255033557047,0.9019607843137255
3,densest_subgraph,,18,0.9,False,3,18,596,596,0.08364861408869426,,0.05740228977497039,0.9019607843137255
4,densest_subgraph,,18,0.9,False,4,18,596,596,0.08731908400853475,,0.05739946985505612,0.9019607843137255
5,densest_subgraph,,18,0.9,False,5,18,596,596,0.08908307154973348,,0.05739383001522757,0.9019607843137255
6,densest_subgraph,,18,0.9,False,6,18,596,596,0.08176408211390178,,0.05735435113642773,0.9019607843137255
7,densest_subgraph,,18,0.9,False,7,18,596,596,0.07120716571807861,,0.05735999097625628,0.9019607843137255
8,densest_subgraph,,18,0.9,False,8,18,596,596,0.07210646470387777,,0.057365630816084826,0.9019607843137255
9,densest_subgraph,,18,0.9,False,9,18,596,596,0.07266519864400228,,0.057379730415656194,0.9019607843137255
0,densest_subgraph,,19,0.9,False,0,19,596,596,0.07440738280614217,,0.057492527212227175,0.9005847953216374
1,densest_subgraph,,19,0.9,False,1,19,596,596,0.07183330456415812,,0.05747560769274153,0.9005847953216374
2,densest_subgraph,,19,0.9,False,2,19,596,596,0.07175019979476929,,0.057461508093170154,0.9005847953216374
3,densest_subgraph,,19,0.9,False,3,19,596,596,0.07343076864878337,,0.0574784276126558,0.9005847953216374
4,densest_subgraph,,19,0.9,False,4,19,596,596,0.07268338203430176,,0.057419209294456035,0.9005847953216374
5,densest_subgraph,,19,0.9,False,5,19,596,596,0.07139021555582682,,0.057453048333427334,0.9005847953216374
6,densest_subgraph,,19,0.9,False,6,19,596,596,0.07181555032730103,,0.057450228413513056,0.9005847953216374
7,densest_subgraph,,19,0.9,False,7,19,596,596,0.07374194860458375,,0.0574671479329987,0.9005847953216374
8,densest_subgraph,,19,0.9,False,8,19,596,596,0.07238361438115438,,0.05743048897411313,0.9005847953216374
9,densest_subgraph,,19,0.9,False,9,19,596,596,0.07130226691563925,,0.057453048333427334,0.9005847953216374
0,densest_subgraph,,20,0.9,False,0,20,596,596,0.07275396585464478,,0.05751508657154137,0.9
1,densest_subgraph,,20,0.9,False,1,20,596,596,0.07539947032928467,,0.057495347132141446,0.9
2,densest_subgraph,,20,0.9,False,2,20,596,596,0.0727109710375468,,0.05743894873385596,0.9
3,densest_subgraph,,20,0.9,False,3,20,596,596,0.07410024801890056,,0.05755456545034121,0.9
4,densest_subgraph,,20,0.9,False,4,20,596,596,0.07212069829305014,,0.05751790649145564,0.9
5,densest_subgraph,,20,0.9,False,5,20,596,596,0.07311169703801473,,0.05758558456939823,0.9
6,densest_subgraph,,20,0.9,False,6,20,596,596,0.07049524784088135,,0.05753482601094129,0.9
7,densest_subgraph,,20,0.9,False,7,20,596,596,0.07261111338933308,,0.05750380689188427,0.9
8,densest_subgraph,,20,0.9,False,8,20,596,596,0.07221057017644246,,0.057574304889741135,0.9
9,densest_subgraph,,20,0.9,False,9,20,596,596,0.07355053027470906,,0.057546105690598384,0.9
0,densest_subgraph,,21,0.9,False,0,21,596,596,0.07353734970092773,,0.05761660368845525,0.9
1,densest_subgraph,,21,0.9,False,1,21,596,596,0.07352364460627238,,0.05763634312785517,0.9
2,densest_subgraph,,21,0.9,False,2,21,596,596,0.07117700179417928,,0.05767582200665501,0.9
3,densest_subgraph,,21,0.9,False,3,21,596,596,0.07245240211486817,,0.05764762280751227,0.9
4,densest_subgraph,,21,0.9,False,4,21,596,596,0.07378576596577963,,0.057622243528283795,0.9
5,densest_subgraph,,21,0.9,False,5,21,596,596,0.07945738236109416,,0.05767018216682646,0.9
6,densest_subgraph,,21,0.9,False,6,21,596,596,0.0780484676361084,,0.057619423608369524,0.9
7,densest_subgraph,,21,0.9,False,7,21,596,596,0.08532050053278604,,0.05759686424905533,0.9
8,densest_subgraph,,21,0.9,False,8,21,596,596,0.07453180154164632,,0.05764762280751227,0.9
9,densest_subgraph,,21,0.9,False,9,21,596,596,0.07046534617741902,,0.05759686424905533,0.9
