planted_k,planted_gamma,metric,trial,value,bid_weights
15,1.0,frac_revs,9,0.5333333333333333,False
16,1.0,frac_total,0,0.15625,False
16,1.0,frac_total,1,0.20833333333333334,False
16,1.0,frac_total,2,0.125,False
16,1.0,frac_total,3,0.14583333333333334,False
16,1.0,frac_total,4,0.07291666666666667,False
16,1.0,frac_total,5,0.20833333333333334,False
16,1.0,frac_total,6,0.21875,False
16,1.0,frac_total,7,0.21875,False
16,1.0,frac_total,8,0.1875,False
16,1.0,frac_total,9,0.20833333333333334,False
16,1.0,frac_papers,0,0.325,False
16,1.0,frac_papers,1,0.3617021276595745,False
16,1.0,frac_papers,2,0.2682926829268293,False
16,1.0,frac_papers,3,0.2727272727272727,False
16,1.0,frac_papers,4,0.17142857142857143,False
16,1.0,frac_papers,5,0.27450980392156865,False
16,1.0,frac_papers,6,0.3333333333333333,False
16,1.0,frac_papers,7,0.36363636363636365,False
16,1.0,frac_papers,8,0.3333333333333333,False
16,1.0,frac_papers,9,0.45,False
16,1.0,frac_revs,0,0.625,False
16,1.0,frac_revs,1,0.75,False
16,1.0,frac_revs,2,0.4375,False
16,1.0,frac_revs,3,0.625,False
16,1.0,frac_revs,4,0.25,False
16,1.0,frac_revs,5,0.6875,False
16,1.0,frac_revs,6,0.625,False
16,1.0,frac_revs,7,0.6875,False
16,1.0,frac_revs,8,0.625,False
16,1.0,frac_revs,9,0.6875,False
17,1.0,frac_total,0,0.06862745098039216,False
17,1.0,frac_total,1,0.2549019607843137,False
17,1.0,frac_total,2,0.17647058823529413,False
17,1.0,frac_total,3,0.23529411764705882,False
17,1.0,frac_total,4,0.17647058823529413,False
17,1.0,frac_total,5,0.21568627450980393,False
17,1.0,frac_total,6,0.22549019607843138,False
17,1.0,frac_total,7,0.049019607843137254,False
17,1.0,frac_total,8,0.21568627450980393,False
17,1.0,frac_total,9,0.22549019607843138,False
17,1.0,frac_papers,0,0.18421052631578946,False
17,1.0,frac_papers,1,0.4358974358974359,False
17,1.0,frac_papers,2,0.45714285714285713,False
17,1.0,frac_papers,3,0.2857142857142857,False
17,1.0,frac_papers,4,0.3137254901960784,False
17,1.0,frac_papers,5,0.3877551020408163,False
17,1.0,frac_papers,6,0.32,False
17,1.0,frac_papers,7,0.13157894736842105,False
17,1.0,frac_papers,8,0.4444444444444444,False
17,1.0,frac_papers,9,0.38,False
17,1.0,frac_revs,0,0.29411764705882354,False
17,1.0,frac_revs,1,0.8235294117647058,False
17,1.0,frac_revs,2,0.7058823529411765,False
17,1.0,frac_revs,3,0.7058823529411765,False
17,1.0,frac_revs,4,0.47058823529411764,False
17,1.0,frac_revs,5,0.7647058823529411,False
17,1.0,frac_revs,6,0.5882352941176471,False
17,1.0,frac_revs,7,0.29411764705882354,False
17,1.0,frac_revs,8,0.6470588235294118,False
17,1.0,frac_revs,9,0.7058823529411765,False
18,1.0,frac_total,0,0.18518518518518517,False
18,1.0,frac_total,1,0.07407407407407407,False
18,1.0,frac_total,2,0.2037037037037037,False
18,1.0,frac_total,3,0.23148148148148148,False
18,1.0,frac_total,4,0.25,False
18,1.0,frac_total,5,0.23148148148148148,False
18,1.0,frac_total,6,0.1388888888888889,False
18,1.0,frac_total,7,0.12037037037037036,False
18,1.0,frac_total,8,0.1574074074074074,False
18,1.0,frac_total,9,0.12962962962962962,False
18,1.0,frac_papers,0,0.42857142857142855,False
18,1.0,frac_papers,1,0.1590909090909091,False
18,1.0,frac_papers,2,0.35294117647058826,False
18,1.0,frac_papers,3,0.45,False
18,1.0,frac_papers,4,0.3584905660377358,False
18,1.0,frac_papers,5,0.47619047619047616,False
18,1.0,frac_papers,6,0.2608695652173913,False
18,1.0,frac_papers,7,0.3076923076923077,False
18,1.0,frac_papers,8,0.3488372093023256,False
18,1.0,frac_papers,9,0.20408163265306123,False
18,1.0,frac_revs,0,0.6111111111111112,False
18,1.0,frac_revs,1,0.3333333333333333,False
18,1.0,frac_revs,2,0.6111111111111112,False
18,1.0,frac_revs,3,0.6666666666666666,False
18,1.0,frac_revs,4,0.5555555555555556,False
18,1.0,frac_revs,5,0.6666666666666666,False
18,1.0,frac_revs,6,0.5555555555555556,False
18,1.0,frac_revs,7,0.3888888888888889,False
18,1.0,frac_revs,8,0.5555555555555556,False
18,1.0,frac_revs,9,0.3888888888888889,False
19,1.0,frac_total,0,0.21052631578947367,False
19,1.0,frac_total,1,0.18421052631578946,False
19,1.0,frac_total,2,0.23684210526315788,False
19,1.0,frac_total,3,0.16666666666666666,False
19,1.0,frac_total,4,0.21052631578947367,False
19,1.0,frac_total,5,0.13157894736842105,False
19,1.0,frac_total,6,0.2982456140350877,False
19,1.0,frac_total,7,0.18421052631578946,False
19,1.0,frac_total,8,0.23684210526315788,False
19,1.0,frac_total,9,0.2543859649122807,False
19,1.0,frac_papers,0,0.4358974358974359,False
19,1.0,frac_papers,1,0.3877551020408163,False
19,1.0,frac_papers,2,0.42,False
19,1.0,frac_papers,3,0.3235294117647059,False
19,1.0,frac_papers,4,0.30357142857142855,False
19,1.0,frac_papers,5,0.28205128205128205,False
19,1.0,frac_papers,6,0.47058823529411764,False
19,1.0,frac_papers,7,0.27450980392156865,False
19,1.0,frac_papers,8,0.4772727272727273,False
19,1.0,frac_papers,9,0.3,False
19,1.0,frac_revs,0,0.631578947368421,False
19,1.0,frac_revs,1,0.6842105263157895,False
19,1.0,frac_revs,2,0.5789473684210527,False
19,1.0,frac_revs,3,0.3684210526315789,False
19,1.0,frac_revs,4,0.5789473684210527,False
19,1.0,frac_revs,5,0.47368421052631576,False
19,1.0,frac_revs,6,0.7894736842105263,False
19,1.0,frac_revs,7,0.5263157894736842,False
19,1.0,frac_revs,8,0.7368421052631579,False
19,1.0,frac_revs,9,0.5789473684210527,False
20,1.0,frac_total,0,0.175,False
20,1.0,frac_total,1,0.18333333333333332,False
20,1.0,frac_total,2,0.20833333333333334,False
20,1.0,frac_total,3,0.20833333333333334,False
20,1.0,frac_total,4,0.11666666666666667,False
20,1.0,frac_total,5,0.16666666666666666,False
20,1.0,frac_total,6,0.26666666666666666,False
20,1.0,frac_total,7,0.125,False
20,1.0,frac_total,8,0.19166666666666668,False
20,1.0,frac_total,9,0.18333333333333332,False
20,1.0,frac_papers,0,0.38095238095238093,False
20,1.0,frac_papers,1,0.3333333333333333,False
20,1.0,frac_papers,2,0.35714285714285715,False
20,1.0,frac_papers,3,0.45454545454545453,False
20,1.0,frac_papers,4,0.30952380952380953,False
20,1.0,frac_papers,5,0.32558139534883723,False
20,1.0,frac_papers,6,0.4067796610169492,False
20,1.0,frac_papers,7,0.34146341463414637,False
20,1.0,frac_papers,8,0.3275862068965517,False
20,1.0,frac_papers,9,0.38095238095238093,False
20,1.0,frac_revs,0,0.6,False
20,1.0,frac_revs,1,0.55,False
20,1.0,frac_revs,2,0.6,False
20,1.0,frac_revs,3,0.7,False
20,1.0,frac_revs,4,0.4,False
20,1.0,frac_revs,5,0.55,False
20,1.0,frac_revs,6,0.65,False
20,1.0,frac_revs,7,0.5,False
20,1.0,frac_revs,8,0.6,False
20,1.0,frac_revs,9,0.6,False
21,1.0,frac_total,0,0.29365079365079366,False
21,1.0,frac_total,1,0.19047619047619047,False
21,1.0,frac_total,2,0.13008130081300814,False
21,1.0,frac_total,3,0.23809523809523808,False
21,1.0,frac_total,4,0.18253968253968253,False
21,1.0,frac_total,5,0.15079365079365079,False
21,1.0,frac_total,6,0.21428571428571427,False
21,1.0,frac_total,7,0.18253968253968253,False
21,1.0,frac_total,8,0.24603174603174602,False
21,1.0,frac_total,9,0.18253968253968253,False
21,1.0,frac_papers,0,0.30303030303030304,False
21,1.0,frac_papers,1,0.34,False
21,1.0,frac_papers,2,0.2682926829268293,False
21,1.0,frac_papers,3,0.3283582089552239,False
21,1.0,frac_papers,4,0.35294117647058826,False
21,1.0,frac_papers,5,0.30952380952380953,False
21,1.0,frac_papers,6,0.2923076923076923,False
21,1.0,frac_papers,7,0.38181818181818183,False
21,1.0,frac_papers,8,0.421875,False
21,1.0,frac_papers,9,0.2857142857142857,False
21,1.0,frac_revs,0,0.5238095238095238,False
21,1.0,frac_revs,1,0.5238095238095238,False
21,1.0,frac_revs,2,0.3333333333333333,False
21,1.0,frac_revs,3,0.47619047619047616,False
21,1.0,frac_revs,4,0.5714285714285714,False
21,1.0,frac_revs,5,0.42857142857142855,False
21,1.0,frac_revs,6,0.5714285714285714,False
21,1.0,frac_revs,7,0.7142857142857143,False
21,1.0,frac_revs,8,0.6666666666666666,False
21,1.0,frac_revs,9,0.47619047619047616,False
22,1.0,frac_total,0,0.20454545454545456,False
22,1.0,frac_total,1,0.23484848484848486,False
22,1.0,frac_total,2,0.19696969696969696,False
22,1.0,frac_total,3,0.25,False
22,1.0,frac_total,4,0.20454545454545456,False
22,1.0,frac_total,5,0.22727272727272727,False
22,1.0,frac_total,6,0.1590909090909091,False
22,1.0,frac_total,7,0.21212121212121213,False
22,1.0,frac_total,8,0.19696969696969696,False
22,1.0,frac_total,9,0.18181818181818182,False
22,1.0,frac_papers,0,0.42,False
22,1.0,frac_papers,1,0.328125,False
22,1.0,frac_papers,2,0.40425531914893614,False
22,1.0,frac_papers,3,0.4,False
22,1.0,frac_papers,4,0.3333333333333333,False
22,1.0,frac_papers,5,0.323943661971831,False
22,1.0,frac_papers,6,0.27419354838709675,False
22,1.0,frac_papers,7,0.4897959183673469,False
22,1.0,frac_papers,8,0.3877551020408163,False
22,1.0,frac_papers,9,0.3695652173913043,False
22,1.0,frac_revs,0,0.7272727272727273,False
22,1.0,frac_revs,1,0.5454545454545454,False
22,1.0,frac_revs,2,0.5,False
22,1.0,frac_revs,3,0.5909090909090909,False
22,1.0,frac_revs,4,0.5454545454545454,False
22,1.0,frac_revs,5,0.6818181818181818,False
22,1.0,frac_revs,6,0.45454545454545453,False
22,1.0,frac_revs,7,0.5909090909090909,False
22,1.0,frac_revs,8,0.5454545454545454,False
22,1.0,frac_revs,9,0.5909090909090909,False
23,1.0,frac_total,0,0.2391304347826087,False
23,1.0,frac_total,1,0.2246376811594203,False
23,1.0,frac_total,2,0.1956521739130435,False
23,1.0,frac_total,3,0.15942028985507245,False
23,1.0,frac_total,4,0.15217391304347827,False
23,1.0,frac_total,5,0.21014492753623187,False
23,1.0,frac_total,6,0.2391304347826087,False
23,1.0,frac_total,7,0.21014492753623187,False
23,1.0,frac_total,8,0.2898550724637681,False
23,1.0,frac_total,9,0.21739130434782608,False
23,1.0,frac_papers,0,0.35,False
23,1.0,frac_papers,1,0.46808510638297873,False
23,1.0,frac_papers,2,0.42,False
23,1.0,frac_papers,3,0.3333333333333333,False
23,1.0,frac_papers,4,0.3137254901960784,False
23,1.0,frac_papers,5,0.38095238095238093,False
23,1.0,frac_papers,6,0.4461538461538462,False
23,1.0,frac_papers,7,0.359375,False
23,1.0,frac_papers,8,0.5,False
23,1.0,frac_papers,9,0.35185185185185186,False
23,1.0,frac_revs,0,0.6521739130434783,False
23,1.0,frac_revs,1,0.6086956521739131,False
23,1.0,frac_revs,2,0.6086956521739131,False
23,1.0,frac_revs,3,0.4782608695652174,False
23,1.0,frac_revs,4,0.4782608695652174,False
23,1.0,frac_revs,5,0.6521739130434783,False
23,1.0,frac_revs,6,0.6086956521739131,False
23,1.0,frac_revs,7,0.6521739130434783,False
23,1.0,frac_revs,8,0.6521739130434783,False
23,1.0,frac_revs,9,0.5217391304347826,False
24,1.0,frac_total,0,0.2569444444444444,False
24,1.0,frac_total,1,0.2777777777777778,False
24,1.0,frac_total,2,0.2708333333333333,False
24,1.0,frac_total,3,0.2638888888888889,False
24,1.0,frac_total,4,0.2013888888888889,False
24,1.0,frac_total,5,0.22916666666666666,False
24,1.0,frac_total,6,0.3194444444444444,False
24,1.0,frac_total,7,0.20833333333333334,False
24,1.0,frac_total,8,0.2152777777777778,False
24,1.0,frac_total,9,0.1875,False
24,1.0,frac_papers,0,0.48148148148148145,False
24,1.0,frac_papers,1,0.49056603773584906,False
24,1.0,frac_papers,2,0.47619047619047616,False
24,1.0,frac_papers,3,0.4426229508196721,False
24,1.0,frac_papers,4,0.30158730158730157,False
24,1.0,frac_papers,5,0.373134328358209,False
24,1.0,frac_papers,6,0.4305555555555556,False
24,1.0,frac_papers,7,0.4,False
24,1.0,frac_papers,8,0.42105263157894735,False
24,1.0,frac_papers,9,0.4339622641509434,False
24,1.0,frac_revs,0,0.7916666666666666,False
24,1.0,frac_revs,1,0.7916666666666666,False
24,1.0,frac_revs,2,0.7083333333333334,False
24,1.0,frac_revs,3,0.5833333333333334,False
24,1.0,frac_revs,4,0.5,False
24,1.0,frac_revs,5,0.5833333333333334,False
24,1.0,frac_revs,6,0.75,False
24,1.0,frac_revs,7,0.4583333333333333,False
24,1.0,frac_revs,8,0.6666666666666666,False
24,1.0,frac_revs,9,0.625,False
25,1.0,frac_total,0,0.25333333333333335,False
25,1.0,frac_total,1,0.22666666666666666,False
25,1.0,frac_total,2,0.3333333333333333,False
25,1.0,frac_total,3,0.24666666666666667,False
25,1.0,frac_total,4,0.2733333333333333,False
25,1.0,frac_total,5,0.28,False
25,1.0,frac_total,6,0.18,False
25,1.0,frac_total,7,0.18666666666666668,False
25,1.0,frac_total,8,0.2733333333333333,False
25,1.0,frac_total,9,0.32,False
25,1.0,frac_papers,0,0.4411764705882353,False
25,1.0,frac_papers,1,0.42857142857142855,False
25,1.0,frac_papers,2,0.5396825396825397,False
25,1.0,frac_papers,3,0.3939393939393939,False
25,1.0,frac_papers,4,0.3972602739726027,False
25,1.0,frac_papers,5,0.484375,False
25,1.0,frac_papers,6,0.39215686274509803,False
25,1.0,frac_papers,7,0.41379310344827586,False
25,1.0,frac_papers,8,0.3684210526315789,False
25,1.0,frac_papers,9,0.43333333333333335,False
25,1.0,frac_revs,0,0.76,False
25,1.0,frac_revs,1,0.48,False
25,1.0,frac_revs,2,0.84,False
25,1.0,frac_revs,3,0.56,False
25,1.0,frac_revs,4,0.68,False
25,1.0,frac_revs,5,0.72,False
25,1.0,frac_revs,6,0.6,False
25,1.0,frac_revs,7,0.68,False
25,1.0,frac_revs,8,0.72,False
25,1.0,frac_revs,9,0.8,False
26,1.0,frac_total,0,0.24358974358974358,False
26,1.0,frac_total,1,0.30128205128205127,False
26,1.0,frac_total,2,0.2692307692307692,False
26,1.0,frac_total,3,0.26282051282051283,False
26,1.0,frac_total,4,0.27564102564102566,False
26,1.0,frac_total,5,0.20512820512820512,False
26,1.0,frac_total,6,0.2564102564102564,False
26,1.0,frac_total,7,0.21153846153846154,False
26,1.0,frac_total,8,0.30128205128205127,False
26,1.0,frac_total,9,0.23076923076923078,False
26,1.0,frac_papers,0,0.47540983606557374,False
26,1.0,frac_papers,1,0.4657534246575342,False
26,1.0,frac_papers,2,0.39436619718309857,False
26,1.0,frac_papers,3,0.47540983606557374,False
26,1.0,frac_papers,4,0.3918918918918919,False
26,1.0,frac_papers,5,0.30985915492957744,False
26,1.0,frac_papers,6,0.463768115942029,False
26,1.0,frac_papers,7,0.39705882352941174,False
26,1.0,frac_papers,8,0.5,False
26,1.0,frac_papers,9,0.3968253968253968,False
26,1.0,frac_revs,0,0.7307692307692307,False
26,1.0,frac_revs,1,0.7307692307692307,False
26,1.0,frac_revs,2,0.6923076923076923,False
26,1.0,frac_revs,3,0.6923076923076923,False
26,1.0,frac_revs,4,0.6538461538461539,False
26,1.0,frac_revs,5,0.7307692307692307,False
26,1.0,frac_revs,6,0.7692307692307693,False
26,1.0,frac_revs,7,0.5384615384615384,False
26,1.0,frac_revs,8,0.8076923076923077,False
26,1.0,frac_revs,9,0.6538461538461539,False
27,1.0,frac_total,0,0.25925925925925924,False
27,1.0,frac_total,1,0.30246913580246915,False
27,1.0,frac_total,2,0.24074074074074073,False
27,1.0,frac_total,3,0.3333333333333333,False
27,1.0,frac_total,4,0.19135802469135801,False
27,1.0,frac_total,5,0.2654320987654321,False
27,1.0,frac_total,6,0.21604938271604937,False
27,1.0,frac_total,7,0.2222222222222222,False
27,1.0,frac_total,8,0.13580246913580246,False
27,1.0,frac_total,9,0.24691358024691357,False
27,1.0,frac_papers,0,0.35,False
27,1.0,frac_papers,1,0.4583333333333333,False
27,1.0,frac_papers,2,0.43548387096774194,False
27,1.0,frac_papers,3,0.5652173913043478,False
27,1.0,frac_papers,4,0.3968253968253968,False
27,1.0,frac_papers,5,0.4430379746835443,False
27,1.0,frac_papers,6,0.4032258064516129,False
27,1.0,frac_papers,7,0.417910447761194,False
27,1.0,frac_papers,8,0.3220338983050847,False
27,1.0,frac_papers,9,0.3333333333333333,False
27,1.0,frac_revs,0,0.48148148148148145,False
27,1.0,frac_revs,1,0.7407407407407407,False
27,1.0,frac_revs,2,0.6296296296296297,False
27,1.0,frac_revs,3,0.7407407407407407,False
27,1.0,frac_revs,4,0.6296296296296297,False
27,1.0,frac_revs,5,0.7407407407407407,False
27,1.0,frac_revs,6,0.48148148148148145,False
27,1.0,frac_revs,7,0.6666666666666666,False
27,1.0,frac_revs,8,0.48148148148148145,False
27,1.0,frac_revs,9,0.5925925925925926,False
28,1.0,frac_total,0,0.21428571428571427,False
28,1.0,frac_total,1,0.20833333333333334,False
28,1.0,frac_total,2,0.26785714285714285,False
28,1.0,frac_total,3,0.32142857142857145,False
28,1.0,frac_total,4,0.2261904761904762,False
28,1.0,frac_total,5,0.24404761904761904,False
28,1.0,frac_total,6,0.24404761904761904,False
28,1.0,frac_total,7,0.25595238095238093,False
28,1.0,frac_total,8,0.20833333333333334,False
28,1.0,frac_total,9,0.2261904761904762,False
28,1.0,frac_papers,0,0.375,False
28,1.0,frac_papers,1,0.39436619718309857,False
28,1.0,frac_papers,2,0.4666666666666667,False
28,1.0,frac_papers,3,0.5357142857142857,False
28,1.0,frac_papers,4,0.4166666666666667,False
28,1.0,frac_papers,5,0.5084745762711864,False
28,1.0,frac_papers,6,0.43478260869565216,False
28,1.0,frac_papers,7,0.38961038961038963,False
28,1.0,frac_papers,8,0.44642857142857145,False
28,1.0,frac_papers,9,0.39344262295081966,False
28,1.0,frac_revs,0,0.5714285714285714,False
28,1.0,frac_revs,1,0.6071428571428571,False
28,1.0,frac_revs,2,0.75,False
28,1.0,frac_revs,3,0.9285714285714286,False
28,1.0,frac_revs,4,0.6785714285714286,False
28,1.0,frac_revs,5,0.6071428571428571,False
28,1.0,frac_revs,6,0.6428571428571429,False
28,1.0,frac_revs,7,0.7142857142857143,False
28,1.0,frac_revs,8,0.6428571428571429,False
28,1.0,frac_revs,9,0.5,False
